Unnamed: 0,SAVSNET_consult_id,Narrative,SAVSNET MPC,Consult_date,Species,Narrative_cleaned
4084,6060928,"Booster L2 (year 1/2). Hx> Ears better. No concerns. O> BAR. mouth limited, tartar upper C and carn, ging WNL, lower teeth wnl. All exam wnl bsc 7/9, struggling, panting heavily. Wax ears, beige, dry but no other concerns, not red, not inflamed. Clipped one nail as O required (advised to clip nails but at another appointment with nurse as so distresesd, bled, cauterised, gave instructions if starts bleeding again). Ags checked and emptied, WNL. A> Fit for gvacc. Canigen L2. discussed KC and side effects. Microchip ok.",vaccination,03-05-2019 11:30,dog,"Booster L2 (year 1/2). Hx> Ears better. No concerns. O> BAR. mouth limited, tartar upper C and carn, ging WNL, lower teeth wnl. All exam wnl bsc 7/9, struggling, panting heavily. Wax ears, beige, dry but no other concerns, not red, not inflamed. Clipped one nail as O required (advised to clip nails but at another appointment with nurse as so distresesd, bled, cauterised, gave instructions if starts bleeding again). Ags checked and emptied, WNL. A> Fit for gvacc. Canigen L2. discussed KC and side effects. Microchip ok."
4085,2708256,"""vacc given: l4 a052a02, kc a077b01. bar, dude, no v+, no d+, no coughing, no sneezing, no scratching, has lost weight as planned. eyes, ears, nose normal, lns wnl, gums pink, tartar on canines, heart, lungs and abdomen ok, bcs 5/9. gave vacc,""",vaccination,24-01-2017 09:15,dog,"""vacc given: l4 a052a02, kc a077b01. bar, dude, no v+, no d+, no coughing, no sneezing, no scratching, has lost weight as planned. eyes, ears, nose normal, lns wnl, gums pink, tartar on canines, heart, lungs and abdomen ok, bcs 5/9. gave vacc,"""
4086,3564396,"""""",vaccination,01-09-2017 10:30,dog,""""""
4087,603649,"""L4. Doing well, owner asking about putting on metacam, is stiff in R hip on exam and struggling with sitting etc, advise regarding SE, can go on repeat if improvement in next 2 weeks (O has <<identifier>>&apos;s metacam at home)""",vaccination,14-09-2015 09:38,dog,"""L4. Doing well, owner asking about putting on metacam, is stiff in R hip on exam and struggling with sitting etc, advise regarding SE, can go on repeat if improvement in next 2 weeks (O has <<identifier>>&apos;s metacam at home)"""
4088,2550354,"""COMPLAINT: Corneal ulcer RIGHT eye. HISTORY: E+, Dr+, Co-, Sn- V- D- sl soft one day after coprophagia, fine now. Been scooting. EX: Bw:2.48 BCS:4/9 MCS: M/m:pink CRT:1 secs Teeth:NAD Eyes: L eye NAD R eye Flu -ve, no blephrospasm, no conjunctivitis Ears:NAD HR: 120 no murmur or arrhythmias RR:32 Pulse: good Abdomen: NAD Skin &amp; Coat: NAD AG ++ normal contents Joints: NAD Claws: NAD LN: NAD Behaviour: BAR.  TX: Worm now and in 2 weeks. ADVICE: May be worth considering protein profibre if Ag continuing to be an issue. REVIEW DATE: 2 weeks for 2nd injection and bravecto/effipro. Next appointment in 2 weeks.""",other_unwell,12-12-2016 16:33,dog,"""COMPLAINT: Corneal ulcer RIGHT eye. HISTORY: E+, Dr+, Co-, Sn- V- D- sl soft one day after coprophagia, fine now. Been scooting. EX: Bw:2.48 BCS:4/9 MCS: M/m:pink CRT:1 secs Teeth:NAD Eyes: L eye NAD R eye Flu -ve, no blephrospasm, no conjunctivitis Ears:NAD HR: 120 no murmur or arrhythmias RR:32 Pulse: good Abdomen: NAD Skin &amp; Coat: NAD AG ++ normal contents Joints: NAD Claws: NAD LN: NAD Behaviour: BAR.  TX: Worm now and in 2 weeks. ADVICE: May be worth considering protein profibre if Ag continuing to be an issue. REVIEW DATE: 2 weeks for 2nd injection and bravecto/effipro. Next appointment in 2 weeks."""
4089,1565074,"""2nd vacc. bar, going well at home, recovered well from castration. nothing abnormal detected on phys exam today. f5 given, booster in 12 months""",vaccination,06-05-2016 14:03,cat,"""2nd vacc. bar, going well at home, recovered well from castration. nothing abnormal detected on phys exam today. f5 given, booster in 12 months"""
4090,2490014,"""4.04kg. vaccine, no concern, skin lot better, hair growing back, O says scratching lot better. DUDE ok, no V/D. heart/chest ok, abdo ok, ears/eyes ok, teeth molars need cleaning. skin ok, no flea dirt.""",vaccination,27-11-2016 09:09,cat,"""4.04kg. vaccine, no concern, skin lot better, hair growing back, O says scratching lot better. DUDE ok, no V/D. heart/chest ok, abdo ok, ears/eyes ok, teeth molars need cleaning. skin ok, no flea dirt."""
4091,5246185,"O brought in for general health check. Has been doing relatively well, but occasionally falls down, as though weak on legs. Has gained weight, muzzled for exam, as will bite, bites o frequently. reduced ROM in hips and tried to bite when extended. is on: Melatonin 3mg 1 tablet Twice Daily. S-adenosylmethione 1 a day (denamarin). HMR lignans 1 capsule a day. Legalon 1 a day. Will run bloods and go from there. previous investigations appear to show possibility of steroid hepatopathy, with normal BAST/clotting and moderately elevated ALKP and ALT.",other_unwell,24-10-2018 15:46,dog,"O brought in for general health check. Has been doing relatively well, but occasionally falls down, as though weak on legs. Has gained weight, muzzled for exam, as will bite, bites o frequently. reduced ROM in hips and tried to bite when extended. is on: Melatonin 3mg 1 tablet Twice Daily. S-adenosylmethione 1 a day (denamarin). HMR lignans 1 capsule a day. Legalon 1 a day. Will run bloods and go from there. previous investigations appear to show possibility of steroid hepatopathy, with normal BAST/clotting and moderately elevated ALKP and ALT."
4092,4617798,"""Endectrid applied this am. V+ X1 lethargic today.  Not eating. Chasing bum.  CE: Nad chest abdo Hr=140 MM CRT Pulse WNL. Eyes ears WNL Tartar teeth.  NAD abdo.  T=38.2.  EAGs - small amt expressed.  Difficult to say if Endectrid related - try Simparica next time?  O has seen flea but only using Endectrid every 6w. .""",other_unwell,15-06-2018 20:16,dog,"""Endectrid applied this am. V+ X1 lethargic today.  Not eating. Chasing bum.  CE: Nad chest abdo Hr=140 MM CRT Pulse WNL. Eyes ears WNL Tartar teeth.  NAD abdo.  T=38.2.  EAGs - small amt expressed.  Difficult to say if Endectrid related - try Simparica next time?  O has seen flea but only using Endectrid every 6w. ."""
4093,3068208,"""Extraction sites settling down nicely. Quite inflammed at the moment , continue NSAID for 2 more days. Finish course of antibiotics. Owner will call in 2 weeks as owner going on holiday with update.""",post_op,27-04-2017 10:35,unknown,"""Extraction sites settling down nicely. Quite inflammed at the moment , continue NSAID for 2 more days. Finish course of antibiotics. Owner will call in 2 weeks as owner going on holiday with update."""
4094,4885425,"""Swellings med and lateral hock, possible ST, but also some jt effusion in jt capsule. Appeared a month ago. No lameness, but Owner Reports did ^ in size w/ exercise > local oedema in foot. Pop LN feels N. Adv have in for US, id ST present, GA Xray hock and biopsy/FNA. Needs to come in next week for US hock, +/- GA Xray hock + biopsy/FNA""",tumour,11-08-2018 09:20,dog,"""Swellings med and lateral hock, possible ST, but also some jt effusion in jt capsule. Appeared a month ago. No lameness, but Owner Reports did ^ in size w/ exercise > local oedema in foot. Pop LN feels N. Adv have in for US, id ST present, GA Xray hock and biopsy/FNA. Needs to come in next week for US hock, +/- GA Xray hock + biopsy/FNA"""
4095,99743,"""v+ anjd anorexia 24h4rs. BAR. Not deH. No d+. Abdo relaxed. tc N. Adv tx as below chicken and rice and recheck 24hrs if persisting.""",other_healthy,03-07-2014 11:10,dog,"""v+ anjd anorexia 24h4rs. BAR. Not deH. No d+. Abdo relaxed. tc N. Adv tx as below chicken and rice and recheck 24hrs if persisting."""
4096,1243886,"""Bilateral earmites, some ceruminous dry discharge typical of earmites. treat with drops, ear drums intact and looking healthy.rx 1 week.""",other_unwell,25-02-2016 14:52,dog,"""Bilateral earmites, some ceruminous dry discharge typical of earmites. treat with drops, ear drums intact and looking healthy.rx 1 week."""
4097,6707134,repeat prescription check. All fine on clinical exam and BG 8.7 today so great control. Continue as we are. -.,other_healthy,20-09-2019 14:32,dog,repeat prescription check. All fine on clinical exam and BG 8.7 today so great control. Continue as we are. -.
4098,4093748,"""better in self, o to try HQ food to see if will eat anything else.""",other_healthy,12-01-2018 09:35,dog,"""better in self, o to try HQ food to see if will eat anything else."""
4099,5978111,"All fine for booster - L4 and KC vaccination - is very early (due in June) but owner very keen to synchronise <<identifier>> and <<name>> booster as otherwise likely to forget both. Also offered KC as <<identifier>> had 4 weeks ago. In herself, eating, drinking and toileting normally, weight stable, body condition score 5/9. heart rate 150, no audible murmur, resp sounds clear. mucous membranes pink and moist, capillary refill time <2 secs, teeth fine. abdomen palpation nothing abnormal detected, no mammary lumps. Ears clean and coat condition good. Not spayed, discussed but owner really not keen to do as knows its a big operation and never had any of his Bitches spayed, tried to explain multiple health benefits. Up to date with flea and wormer and dispensed more today for next 3 months.",vaccination,12-04-2019 14:06,dog,"All fine for booster - L4 and KC vaccination - is very early (due in June) but owner very keen to synchronise <<identifier>> and <<name>> booster as otherwise likely to forget both. Also offered KC as <<identifier>> had 4 weeks ago. In herself, eating, drinking and toileting normally, weight stable, body condition score 5/9. heart rate 150, no audible murmur, resp sounds clear. mucous membranes pink and moist, capillary refill time <2 secs, teeth fine. abdomen palpation nothing abnormal detected, no mammary lumps. Ears clean and coat condition good. Not spayed, discussed but owner really not keen to do as knows its a big operation and never had any of his Bitches spayed, tried to explain multiple health benefits. Up to date with flea and wormer and dispensed more today for next 3 months."
4100,5085359,. left eye coreal ulcer same or 10% smaller O thought ulcer was removed came back advise grid ketratotomy carried out.  can take time for ulcers to improve.  Next appointment in 1 week.,other_unwell,20-09-2018 17:46,dog,. left eye coreal ulcer same or 10% smaller O thought ulcer was removed came back advise grid ketratotomy carried out.  can take time for ulcers to improve.  Next appointment in 1 week.
4101,6281124,Torn digit RF no. 4. Removed. Given analgesia.,trauma,24-06-2019 09:33,dog,Torn digit RF no. 4. Removed. Given analgesia.
4102,4644003,"""booster appointment, we were supposed ot get history from <<name>>'s vets but nothing attached, is also on propalin currently 3ml BID. needs KC this time as going away in a few weeks. clinical exam is within normal limits and owners brush her teeth and they are in fantastic condition. she is overweight but advised reduce food intake by 10%.  heart rate = 100. respiratory rate = panting. lnn's mm's all within normal limits. owners worm her themselves with drontal +. advised bring vaccination card for signature before going to kennels.""",vaccination,22-06-2018 18:03,dog,"""booster appointment, we were supposed ot get history from <<name>>'s vets but nothing attached, is also on propalin currently 3ml BID. needs KC this time as going away in a few weeks. clinical exam is within normal limits and owners brush her teeth and they are in fantastic condition. she is overweight but advised reduce food intake by 10%.  heart rate = 100. respiratory rate = panting. lnn's mm's all within normal limits. owners worm her themselves with drontal +. advised bring vaccination card for signature before going to kennels."""
4103,3737863,"""deteriorated over past week. not eating , v lethargic. on presentation was lying, depressed state, miimally responsive.  discussed furter treatment (no guarantee, no cure, potential for suffering) vs euthanasia. I felt this was kindest option for her.""",kidney_disease,12-10-2017 11:30,cat,"""deteriorated over past week. not eating , v lethargic. on presentation was lying, depressed state, miimally responsive.  discussed furter treatment (no guarantee, no cure, potential for suffering) vs euthanasia. I felt this was kindest option for her."""
4104,5118172,"discussed vaccs due next injection middle of the week, has had nobivac dhpl4. discussed packages prob will go with premium.",other_healthy,27-09-2018 16:53,dog,"discussed vaccs due next injection middle of the week, has had nobivac dhpl4. discussed packages prob will go with premium."
4105,261655,"""PU/PD/PP for last 2-3 months. BAR. Adv bloods""",,26-11-2014 10:52,dog,"""PU/PD/PP for last 2-3 months. BAR. Adv bloods"""
4106,3832954,"""Doing well, gums nicely settled down, adv carry on with plaqaid, logic, brushing.""",other_healthy,03-11-2017 11:01,dog,"""Doing well, gums nicely settled down, adv carry on with plaqaid, logic, brushing."""
4107,6138117,"seasonal pruritus.  start scooting, and nibling on all 4 legs.  improved on medication given when had previosu episode of pruritus.  on exmaination, periananl aalopecia, skin red , no anal gland absces , anal glands expresed, easy pasising soft material.  coat thiner, on all 4 legs adn skin inflamed due to selfgrooming.  satrt on simpt treatment.  rc skin in 2 weeks.",other_healthy,21-05-2019 17:48,dog,"seasonal pruritus.  start scooting, and nibling on all 4 legs.  improved on medication given when had previosu episode of pruritus.  on exmaination, periananl aalopecia, skin red , no anal gland absces , anal glands expresed, easy pasising soft material.  coat thiner, on all 4 legs adn skin inflamed due to selfgrooming.  satrt on simpt treatment.  rc skin in 2 weeks."
